timestamp,run_id,simulador,device,bits,llave_objetivo_bin,llave_objetivo_int,iteraciones_teoricas,iteraciones_maximas_evaluadas,iteraciones_planificadas,evaluaciones_realizadas,corte_temprano,razon_corte,iteraciones_requeridas,iteracion_primer_exito,umbral_frecuencia_objetivo,shots,estado_top1,frecuencia_top1,frecuencia_llave,encontrada,tiempo_total_s,tiempo_busqueda_s,profundidad
2026-06-01T00:37:54Z,5beb016d-fa43-4e3f-a446-403d9a049ca2,aer_simulator,CPU,10,1010111011,699,25,50,24,24,False,exito,24,20,0.9,1024,1010111011,1022,1022,True,5.138847,5.137762,98
2026-06-01T00:37:59Z,423210cd-19fb-408c-b2ca-f53b6adbc44a,aer_simulator,CPU,10,0011000110,198,25,50,24,24,False,exito,24,20,0.9,1024,0011000110,1023,1023,True,5.052393,5.051225,98
2026-06-01T00:38:04Z,28dc9bc9-c679-4634-8be1-19097e5ba384,aer_simulator,CPU,10,1111001000,968,25,50,24,24,False,exito,24,20,0.9,1024,1111001000,1022,1022,True,5.137815,5.136717,98
2026-06-01T00:38:09Z,5d975350-dc1e-4446-9072-bf4bfa37076c,aer_simulator,CPU,10,0111000101,453,25,50,24,24,False,exito,24,20,0.9,1024,0111000101,1023,1023,True,5.214059,5.212924,98
2026-06-01T00:38:15Z,3c280374-245a-493d-a6c4-b8ea326639b0,aer_simulator,CPU,10,1110000011,899,25,50,24,24,False,exito,24,20,0.9,1024,1110000011,1022,1022,True,5.180878,5.179678,98
2026-06-01T00:38:20Z,b94714c1-2d56-4f2c-8165-c5fd5f3de1a2,aer_simulator,CPU,10,1010101110,686,25,50,24,24,False,exito,24,20,0.9,1024,1010101110,1022,1022,True,5.130909,5.129798,98
2026-06-01T00:38:25Z,905cab19-51c6-45e3-b87f-03f58e2aac09,aer_simulator,CPU,10,1100110101,821,25,50,24,24,False,exito,24,20,0.9,1024,1100110101,1022,1022,True,5.174032,5.172943,98
2026-06-01T00:38:30Z,5a0e6ca6-40d4-49fe-abb2-895b9b20ed34,aer_simulator,CPU,10,0100110100,308,25,50,24,24,False,exito,24,20,0.9,1024,0100110100,1023,1023,True,5.198931,5.197803,98
2026-06-01T00:38:35Z,9f4bf9e6-bdab-429e-8b25-ca7dd13d7de6,aer_simulator,CPU,10,0111110000,496,25,50,24,24,False,exito,24,20,0.9,1024,0111110000,1021,1021,True,5.199296,5.198187,98
2026-06-01T00:38:41Z,8c1fea81-1ed1-4b68-a187-c3031c381731,aer_simulator,CPU,10,1011011110,734,25,50,24,24,False,exito,24,20,0.9,1024,1011011110,1022,1022,True,5.233723,5.232632,98
2026-06-01T00:38:46Z,421080d9-2702-4939-a8b5-48e7d5ffb94b,aer_simulator,CPU,10,1100001000,776,25,50,24,24,False,exito,24,20,0.9,1024,1100001000,1022,1022,True,5.165707,5.164578,98
2026-06-01T00:38:51Z,6629c8c5-c342-416f-b0c8-4e7f97b08296,aer_simulator,CPU,10,0001000100,68,25,50,24,24,False,exito,24,20,0.9,1024,0001000100,1023,1023,True,5.266958,5.265832,98
2026-06-01T00:38:56Z,b2ac8dbb-30dd-469a-b8e3-b3278bf493a9,aer_simulator,CPU,10,1010000010,642,25,50,24,24,False,exito,24,20,0.9,1024,1010000010,1021,1021,True,5.172975,5.171846,98
2026-06-01T00:39:01Z,ce1dcfa7-8c66-40f9-b29c-67d3b4e1f17a,aer_simulator,CPU,10,1010001100,652,25,50,24,24,False,exito,24,20,0.9,1024,1010001100,1022,1022,True,5.208566,5.207443,98
2026-06-01T00:39:07Z,41fe6bee-6344-4a53-9337-b106844f260c,aer_simulator,CPU,10,0010011100,156,25,50,24,24,False,exito,24,20,0.9,1024,0010011100,1023,1023,True,5.182466,5.181337,98
2026-06-01T00:39:12Z,b7e36dcd-8616-498e-a684-8f5323ca6b30,aer_simulator,CPU,10,0111101101,493,25,50,24,24,False,exito,24,20,0.9,1024,0111101101,1021,1021,True,5.289721,5.288477,98
2026-06-01T00:39:17Z,4d7ca899-ec73-43b8-b62e-c375ab018cd9,aer_simulator,CPU,10,1111001010,970,25,50,24,24,False,exito,24,20,0.9,1024,1111001010,1022,1022,True,5.223326,5.222174,98
2026-06-01T00:39:22Z,973d7d0a-2bae-4cf3-8503-6a656e5847f0,aer_simulator,CPU,10,1111110110,1014,25,50,24,24,False,exito,24,20,0.9,1024,1111110110,1022,1022,True,5.238123,5.236925,98
2026-06-01T00:39:28Z,34e35ab5-8243-4d17-a119-fe4ee998cb83,aer_simulator,CPU,10,0000010001,17,25,50,24,24,False,exito,24,20,0.9,1024,0000010001,1023,1023,True,5.27432,5.273088,98
2026-06-01T00:39:33Z,13e92d6c-18cd-4f1d-8316-e3158e929c58,aer_simulator,CPU,10,1111110011,1011,25,50,24,24,False,exito,24,20,0.9,1024,1111110011,1022,1022,True,5.277532,5.276349,98
2026-06-01T00:39:38Z,37c03fdc-456d-41c7-999a-562de14a753f,aer_simulator,CPU,10,1111000110,966,25,50,24,24,False,exito,24,20,0.9,1024,1111000110,1022,1022,True,5.24678,5.245581,98
2026-06-01T00:39:43Z,d53383cd-9bdb-4886-b0bb-35bf1ddd292c,aer_simulator,CPU,10,0111101100,492,25,50,24,24,False,exito,24,20,0.9,1024,0111101100,1021,1021,True,5.340737,5.33959,98
2026-06-01T00:39:49Z,991e3049-ebc0-4f4a-be95-b62f5ea7cd9e,aer_simulator,CPU,10,0000010111,23,25,50,24,24,False,exito,24,20,0.9,1024,0000010111,1023,1023,True,5.235708,5.234525,98
2026-06-01T00:39:54Z,1ff7e0e6-619b-4d7b-bbd9-8e430714aa63,aer_simulator,CPU,10,1010101110,686,25,50,24,24,False,exito,24,20,0.9,1024,1010101110,1022,1022,True,5.227531,5.226358,98
2026-06-01T00:39:59Z,d93887c8-f243-46ac-9418-882d0c9342d4,aer_simulator,CPU,10,0001011100,92,25,50,24,24,False,exito,24,20,0.9,1024,0001011100,1023,1023,True,5.250388,5.249158,98
