timestamp,run_id,simulador,device,bits,llave_objetivo_bin,llave_objetivo_int,iteraciones_teoricas,iteraciones_maximas_evaluadas,iteraciones_planificadas,evaluaciones_realizadas,corte_temprano,razon_corte,iteraciones_requeridas,iteracion_primer_exito,umbral_frecuencia_objetivo,shots,estado_top1,frecuencia_top1,frecuencia_llave,encontrada,tiempo_total_s,tiempo_busqueda_s,profundidad
2026-07-05T22:58:52Z,1ba32de9-42af-4319-95f3-e7c7f08694bf,aer_simulator,CPU,12,111111101101,4077,50,100,24,24,False,exito,48,39,0.9,1024,111111101101,1022,1022,True,7.013343,7.011978,194
2026-07-05T22:58:59Z,7526d2ed-6212-4410-be0c-ae574bce2c48,aer_simulator,CPU,12,100000100001,2081,50,100,24,24,False,exito,48,39,0.9,1024,100000100001,1021,1021,True,7.044692,7.043123,194
2026-07-05T22:59:07Z,9ec57ebb-a929-447e-bfce-48dd8291ac8f,aer_simulator,CPU,12,111101101110,3950,50,100,24,24,False,exito,48,39,0.9,1024,111101101110,1022,1022,True,7.194218,7.192868,194
2026-07-05T22:59:14Z,a3578d5e-f24e-46ee-9517-363e69bc707d,aer_simulator,CPU,12,000010110101,181,50,100,24,24,False,exito,48,39,0.9,1024,000010110101,1023,1023,True,6.982567,6.98106,194
2026-07-05T22:59:21Z,8b759b9b-64fd-4a65-99d1-cdcd65ab7705,aer_simulator,CPU,12,000011001001,201,50,100,24,24,False,exito,48,39,0.9,1024,000011001001,1023,1023,True,7.119118,7.117651,194
2026-07-05T22:59:28Z,fdd1b1ad-3f58-4cec-9096-b7baabef4d8c,aer_simulator,CPU,12,001111000111,967,50,100,24,24,False,exito,48,39,0.9,1024,001111000111,1022,1022,True,7.150476,7.149077,194
2026-07-05T22:59:35Z,f9d1ac7a-51cb-4467-88d3-2bf01f801fed,aer_simulator,CPU,12,010001001100,1100,50,100,24,24,False,exito,48,39,0.9,1024,010001001100,1021,1021,True,7.035657,7.034109,194
2026-07-05T22:59:42Z,39dd5828-bac9-436c-9a8a-b43e2ad99726,aer_simulator,CPU,12,110110000100,3460,50,100,24,24,False,exito,48,39,0.9,1024,110110000100,1022,1022,True,7.081191,7.079716,194
2026-07-05T22:59:49Z,09b9d177-48a4-4792-9d2b-02a8e7dab6c1,aer_simulator,CPU,12,110100000000,3328,50,100,24,24,False,exito,48,39,0.9,1024,110100000000,1021,1021,True,7.086524,7.085031,194
2026-07-05T22:59:56Z,c56e9520-fec6-44a6-9774-dab9c77b0f56,aer_simulator,CPU,12,010000100101,1061,50,100,24,24,False,exito,48,39,0.9,1024,010000100101,1021,1021,True,7.031743,7.030243,194
