timestamp,run_id,simulador,device,bits,llave_objetivo_bin,llave_objetivo_int,iteraciones_teoricas,iteraciones_maximas_evaluadas,iteraciones_planificadas,evaluaciones_realizadas,corte_temprano,razon_corte,iteraciones_requeridas,iteracion_primer_exito,umbral_frecuencia_objetivo,shots,estado_top1,frecuencia_top1,frecuencia_llave,encontrada,tiempo_total_s,tiempo_busqueda_s,profundidad
2026-07-05T22:53:19Z,7fe1ef1e-a352-44ca-8d17-a6719a5459e5,aer_simulator,CPU,4,1010,10,3,6,6,6,False,exito,3,2,0.9,1024,1010,998,998,True,1.054477,1.05338,14
2026-07-05T22:53:20Z,38ab0495-abd1-4cc9-977a-18b5a75b1083,aer_simulator,CPU,4,0000,0,3,6,6,6,False,exito,3,2,0.9,1024,0000,991,991,True,1.10042,1.098954,14
2026-07-05T22:53:21Z,08f1354f-3318-4ee0-b6d9-b7032cc767c9,aer_simulator,CPU,4,0110,6,3,6,6,6,False,exito,3,2,0.9,1024,0110,998,998,True,1.097792,1.095998,14
2026-07-05T22:53:22Z,a8d24ec4-ee92-40c3-9b1a-2754c99eb6b9,aer_simulator,CPU,4,1001,9,3,6,6,6,False,exito,3,2,0.9,1024,1001,997,997,True,1.069924,1.068519,14
2026-07-05T22:53:23Z,c71b119b-e6af-4c5f-9f58-02937753661f,aer_simulator,CPU,4,0010,2,3,6,6,6,False,exito,3,2,0.9,1024,0010,995,995,True,1.101925,1.100576,14
2026-07-05T22:53:24Z,f615f434-02d2-406b-9da1-66143e2b00b6,aer_simulator,CPU,4,1000,8,3,6,6,6,False,exito,3,2,0.9,1024,1000,999,999,True,1.041499,1.040159,14
2026-07-05T22:53:25Z,900e1ac3-8697-4e30-b685-ebc323b09746,aer_simulator,CPU,4,1011,11,3,6,6,6,False,exito,3,2,0.9,1024,1011,997,997,True,1.024628,1.023487,14
2026-07-05T22:53:26Z,3da47141-c8cf-4e03-99d1-82ee0fa6c54d,aer_simulator,CPU,4,0010,2,3,6,6,6,False,exito,3,2,0.9,1024,0010,995,995,True,1.016497,1.015321,14
2026-07-05T22:53:27Z,a1b76584-17ca-42f0-86bf-9f2e6ad732f8,aer_simulator,CPU,4,1011,11,3,6,6,6,False,exito,3,2,0.9,1024,1011,997,997,True,1.004561,1.003416,14
2026-07-05T22:53:28Z,dad8542d-bd29-4998-b24a-96bc1ed89fa9,aer_simulator,CPU,4,1010,10,3,6,6,6,False,exito,3,2,0.9,1024,1010,998,998,True,1.016419,1.01527,14
2026-07-05T22:53:29Z,d644141d-f237-48dc-ab1e-3cfbaae37bff,aer_simulator,CPU,4,1101,13,3,6,6,6,False,exito,3,2,0.9,1024,1101,998,998,True,1.001468,1.000368,14
2026-07-05T22:53:30Z,ebd27902-0cfc-440d-8866-845dbbf07932,aer_simulator,CPU,4,1000,8,3,6,6,6,False,exito,3,2,0.9,1024,1000,999,999,True,1.062936,1.061795,14
2026-07-05T22:53:31Z,c9b27772-7232-47af-af87-84fe1f487249,aer_simulator,CPU,4,1001,9,3,6,6,6,False,exito,3,2,0.9,1024,1001,997,997,True,1.12758,1.125069,14
2026-07-05T22:53:32Z,3294ad1e-b32b-4181-ba57-b1f3d433fc2a,aer_simulator,CPU,4,1101,13,3,6,6,6,False,exito,3,2,0.9,1024,1101,998,998,True,1.082188,1.079989,14
2026-07-05T22:53:34Z,27776fe2-e922-4f27-9b35-14f1a5ee849e,aer_simulator,CPU,4,0001,1,3,6,6,6,False,exito,3,2,0.9,1024,0001,990,990,True,1.119852,1.118506,14
2026-07-05T22:53:35Z,ff654157-ce73-4ea0-af02-dc3a5a4b723f,aer_simulator,CPU,4,1110,14,3,6,6,6,False,exito,3,2,0.9,1024,1110,1001,1001,True,1.025747,1.024449,14
2026-07-05T22:53:36Z,af50b393-1573-4f5f-b592-2f57e86d0c64,aer_simulator,CPU,4,1010,10,3,6,6,6,False,exito,3,2,0.9,1024,1010,998,998,True,1.02629,1.025121,14
2026-07-05T22:53:37Z,020c7149-9a6d-46a8-991b-823df774abc5,aer_simulator,CPU,4,1111,15,3,6,6,6,False,exito,3,2,0.9,1024,1111,1000,1000,True,1.021105,1.019992,14
2026-07-05T22:53:38Z,46ae63d1-e417-499c-b16b-a515fbd3b778,aer_simulator,CPU,4,0000,0,3,6,6,6,False,exito,3,2,0.9,1024,0000,991,991,True,1.072414,1.071281,14
