timestamp,run_id,backend,backend_version,bits,llave_objetivo_bin,llave_objetivo_int,seed_simulador,seed_transpiler,iteraciones_teoricas,iteraciones_maximas_evaluadas,iteraciones_planificadas,evaluaciones_realizadas,corte_temprano,razon_corte,iteraciones_requeridas,iteracion_primer_exito,shots,umbral_frecuencia_objetivo,estado_top1,frecuencia_top1,frecuencia_llave,tasa_exito,encontrada,distribucion_mediciones,profundidad_circuito,num_compuertas,num_qubits_auxiliares,ops_por_compuerta,tiempo_total_s,tiempo_busqueda_s
2026-06-01T00:44:07Z,7ec33a21-14d3-4c8b-aff0-60191b725ab2,qryd_emulator$square,2,4,1100,12,42,42,3,6,6,6,False,exito,3,3,1024,0.9,1100,980,980,0.957031,True,"{""0000"": 1, ""0100"": 2, ""0001"": 3, ""0101"": 5, ""0010"": 5, ""0110"": 1, ""0011"": 5, ""0111"": 3, ""1000"": 2, ""1100"": 980, ""1001"": 2, ""1101"": 4, ""1010"": 3, ""1110"": 3, ""1011"": 3, ""1111"": 2}",176,223,0,"{""cx"": 102, ""p"": 63, ""u"": 33, ""rz"": 18, ""measure"": 4, ""x"": 2, ""h"": 1}",9.540539,9.529812
2026-06-01T00:44:17Z,e525a524-e8d2-4e77-968c-bc7f08899c24,qryd_emulator$square,2,4,1011,11,42,42,3,6,6,6,False,exito,3,2,1024,0.9,1011,982,982,0.958984,True,"{""0000"": 1, ""1000"": 2, ""0001"": 3, ""1001"": 5, ""0100"": 5, ""1100"": 1, ""0101"": 5, ""1101"": 3, ""0010"": 2, ""1010"": 2, ""0011"": 2, ""1011"": 982, ""0110"": 3, ""1110"": 3, ""0111"": 3, ""1111"": 2}",176,223,0,"{""cx"": 102, ""p"": 63, ""u"": 32, ""rz"": 18, ""measure"": 4, ""h"": 2, ""x"": 2}",9.561076,9.547746
2026-06-01T00:44:27Z,5cc9b25a-7a20-4ab0-92d4-2eac700be96a,qryd_emulator$square,2,4,0101,5,42,42,3,6,6,6,False,exito,3,3,1024,0.9,0101,980,980,0.957031,True,"{""0000"": 1, ""0100"": 2, ""1000"": 3, ""1100"": 5, ""0010"": 5, ""0110"": 1, ""1010"": 5, ""1110"": 3, ""0001"": 2, ""0101"": 980, ""1001"": 2, ""1101"": 4, ""0011"": 3, ""0111"": 3, ""1011"": 3, ""1111"": 2}",176,224,0,"{""cx"": 102, ""p"": 63, ""u"": 35, ""rz"": 18, ""measure"": 4, ""h"": 2}",9.630322,9.617035
2026-06-01T00:44:36Z,8bdb49ac-6707-4e15-b649-65baf1dcdd96,qryd_emulator$square,2,4,0101,5,42,42,3,6,6,6,False,exito,3,3,1024,0.9,0101,981,981,0.958008,True,"{""0000"": 1, ""0010"": 2, ""1000"": 3, ""1010"": 5, ""0001"": 5, ""0011"": 1, ""1001"": 5, ""1011"": 3, ""0100"": 2, ""0110"": 2, ""1100"": 2, ""1110"": 4, ""0101"": 981, ""0111"": 3, ""1101"": 3, ""1111"": 2}",176,224,0,"{""cx"": 102, ""p"": 63, ""u"": 35, ""rz"": 18, ""measure"": 4, ""h"": 2}",9.656523,9.642866
2026-06-01T00:44:45Z,2bbed72b-fead-460b-99dc-541d8db0cb9f,qryd_emulator$square,2,4,1001,9,42,42,3,6,6,6,False,exito,3,2,1024,0.9,1001,978,978,0.955078,True,"{""0000"": 1, ""1000"": 2, ""0100"": 3, ""1100"": 5, ""0001"": 5, ""1001"": 978, ""0101"": 3, ""1101"": 2, ""0010"": 3, ""1010"": 5, ""0110"": 2, ""1110"": 4, ""0011"": 3, ""1011"": 3, ""0111"": 3, ""1111"": 2}",176,223,0,"{""cx"": 102, ""p"": 63, ""u"": 33, ""rz"": 18, ""measure"": 4, ""x"": 2, ""h"": 1}",9.242866,9.228889
2026-06-01T00:44:55Z,a94fd816-c972-4630-98ab-3fd06fae9e7b,qryd_emulator$square,2,4,0111,7,42,42,3,6,6,6,False,exito,3,2,1024,0.9,0111,982,982,0.958984,True,"{""0000"": 1, ""0010"": 2, ""1000"": 3, ""1010"": 5, ""0100"": 5, ""0110"": 1, ""1100"": 5, ""1110"": 3, ""0001"": 2, ""0011"": 2, ""1001"": 2, ""1011"": 4, ""0101"": 2, ""0111"": 982, ""1101"": 3, ""1111"": 2}",176,224,0,"{""cx"": 102, ""p"": 63, ""u"": 34, ""rz"": 18, ""measure"": 4, ""h"": 3}",9.69982,9.686712
2026-06-01T00:45:05Z,f08bfb6b-03bc-4ecd-a252-fb5aa5d6f921,qryd_emulator$square,2,4,0001,1,42,42,3,6,6,6,False,exito,3,3,1024,0.9,0001,982,982,0.958984,True,"{""0000"": 1, ""0100"": 2, ""0001"": 982, ""0101"": 2, ""0010"": 4, ""0110"": 3, ""0011"": 3, ""0111"": 2, ""1000"": 3, ""1100"": 5, ""1001"": 2, ""1101"": 4, ""1010"": 3, ""1110"": 3, ""1011"": 3, ""1111"": 2}",176,224,0,"{""cx"": 102, ""p"": 63, ""u"": 36, ""rz"": 18, ""measure"": 4, ""h"": 1}",9.66972,9.655901
2026-06-01T00:45:15Z,79781c8c-3fa9-4d88-bc92-73b9e2c2eb90,qryd_emulator$square,2,4,0100,4,42,42,3,6,6,6,False,exito,3,3,1024,0.9,0100,980,980,0.957031,True,"{""0000"": 1, ""0001"": 2, ""1000"": 3, ""1001"": 5, ""0100"": 980, ""0101"": 3, ""1100"": 3, ""1101"": 2, ""0010"": 3, ""0011"": 5, ""1010"": 2, ""1011"": 4, ""0110"": 3, ""0111"": 3, ""1110"": 3, ""1111"": 2}",176,224,0,"{""cx"": 102, ""p"": 63, ""u"": 36, ""rz"": 18, ""measure"": 4, ""h"": 1}",9.652042,9.639303
2026-06-01T00:45:24Z,f673ed37-3d8b-4f43-8ea1-bc96ecce5fe0,qryd_emulator$square,2,4,0111,7,42,42,3,6,6,6,False,exito,3,2,1024,0.9,0111,982,982,0.958984,True,"{""0000"": 1, ""0001"": 2, ""1000"": 3, ""1001"": 5, ""0010"": 5, ""0011"": 1, ""1010"": 5, ""1011"": 3, ""0100"": 2, ""0101"": 2, ""1100"": 2, ""1101"": 4, ""0110"": 2, ""0111"": 982, ""1110"": 3, ""1111"": 2}",176,224,0,"{""cx"": 102, ""p"": 63, ""u"": 34, ""rz"": 18, ""measure"": 4, ""h"": 3}",9.581597,9.568147
2026-06-01T00:45:34Z,2bbf71dd-9d85-452d-8d6a-11a440de2451,qryd_emulator$square,2,4,0000,0,42,42,3,6,6,6,False,exito,3,3,1024,0.9,0000,976,976,0.953125,True,"{""0000"": 976, ""0001"": 3, ""1000"": 6, ""1001"": 2, ""0010"": 4, ""0011"": 3, ""1010"": 3, ""1011"": 2, ""0100"": 3, ""0101"": 5, ""1100"": 2, ""1101"": 4, ""0110"": 3, ""0111"": 3, ""1110"": 3, ""1111"": 2}",176,224,0,"{""cx"": 102, ""p"": 63, ""u"": 37, ""rz"": 18, ""measure"": 4}",9.543553,9.530348
