timestamp,run_id,bits,llave_objetivo_bin,llave_objetivo_int,iteraciones_requeridas,tiempo_busqueda_s
2026-07-05T22:53:08Z,3aa6ccdf-bb93-4473-82bf-f635ba7d88b9,4,1010,10,11,1e-06
2026-07-05T22:53:08Z,337a289c-0688-49e9-af72-4df47bdeb8f2,4,1010,10,11,2e-06
2026-07-05T22:53:08Z,6fa6eb1c-cd2d-4b41-b144-f2c4875bebdc,4,0010,2,3,1e-06
2026-07-05T22:53:08Z,0cdeb6e8-5869-404d-8a8a-f17b84051849,4,1111,15,16,2e-06
2026-07-05T22:53:08Z,aac95233-799d-4a9d-9242-9d3d814f085a,4,0101,5,6,1e-06
2026-07-05T22:53:08Z,0ec6f9d9-d785-4998-b9e5-86766755ad27,4,1000,8,9,2e-06
2026-07-05T22:53:08Z,77447188-de8f-42ac-93a4-6194fe40459e,4,0110,6,7,1e-06
2026-07-05T22:53:08Z,e5855940-dbdc-4b17-b0e6-e44d0af6dcfd,4,0001,1,2,1e-06
2026-07-05T22:53:08Z,6c31763e-b402-4eef-b3cc-d59d6c9aef7e,4,0011,3,4,1e-06
2026-07-05T22:53:08Z,a0808d7e-84dd-4f92-adfe-c201244d9794,4,0111,7,8,2e-06
2026-07-05T22:53:08Z,53fed584-9d96-4f99-be46-1c5118893a20,4,0100,4,5,1e-06
2026-07-05T22:53:08Z,25892ac3-b2e4-4969-a90e-02ec5db8609a,4,1111,15,16,2e-06
2026-07-05T22:53:08Z,977ee966-8e26-4e78-be11-5123816fdbae,4,1111,15,16,2e-06
2026-07-05T22:53:08Z,c97350e1-6962-47d9-9ae8-1ea77282662a,4,1110,14,15,2e-06
2026-07-05T22:53:08Z,58a2d573-d7ed-4868-9f5d-5f5912fd223f,4,1010,10,11,2e-06
2026-07-05T22:53:08Z,d07441ee-6f23-4096-83a7-4c62fb175592,4,0111,7,8,2e-06
2026-07-05T22:53:08Z,120fda96-99a9-4778-b4ba-8138fa59ba34,4,1110,14,15,2e-06
2026-07-05T22:53:08Z,f886af92-6214-478b-a76c-03d82aaf3227,4,1101,13,14,2e-06
2026-07-05T22:53:08Z,0d29da23-c9e9-4d26-8114-4f86990f2da8,4,0111,7,8,1e-06
2026-07-05T22:53:08Z,9ec1f1be-a62c-4dd0-9dfc-ea4c3c73388d,4,0000,0,1,1e-06
2026-07-05T22:53:08Z,6c483872-6b7b-47cb-baa2-e251e8182fbe,4,0111,7,8,2e-06
2026-07-05T22:53:08Z,8145fd53-36b2-4e6a-add0-f2298a66d4d1,4,0000,0,1,1e-06
2026-07-05T22:53:08Z,d0ecc4d0-def2-4698-af3e-004b60e573f2,4,0110,6,7,1e-06
2026-07-05T22:53:08Z,df6aba66-bd99-46ac-aa62-eb5e43129d5b,4,1000,8,9,2e-06
2026-07-05T22:53:08Z,dcf3b15f-3d73-4a86-a1ab-66653d28b77a,4,0101,5,6,1e-06
