timestamp,run_id,bits,llave_objetivo_bin,llave_objetivo_int,iteraciones_requeridas,tiempo_busqueda_s
2026-07-05T22:53:08Z,9a79c62e-48f3-4f04-bfc9-1d0a04b77f0d,10,0000101100,44,45,3e-06
2026-07-05T22:53:08Z,f35763ff-02e1-4fcb-a08e-a19439aa7c97,10,1001110011,627,628,4e-05
2026-07-05T22:53:08Z,a0e0bbe4-9c4b-499a-ae54-e1ac16037060,10,0010001100,140,141,7e-06
2026-07-05T22:53:08Z,90a43436-62be-41b9-a560-6710d9961485,10,0100010110,278,279,1.3e-05
2026-07-05T22:53:08Z,0cf7a015-50e9-4385-baee-d2e70d0e2bc8,10,1111111000,1016,1017,7e-05
2026-07-05T22:53:08Z,eac3bd31-509c-4122-a375-d0e83b2bee51,10,0110011111,415,416,2.4e-05
2026-07-05T22:53:08Z,a4cc037e-56df-41b2-9406-3cc3ccf1c70c,10,0111010100,468,469,2.7e-05
2026-07-05T22:53:08Z,71535f29-6383-4554-8760-3a87b8834d4d,10,1110100110,934,935,6.2e-05
2026-07-05T22:53:08Z,8316587a-11da-4d84-9f71-b25cacff623f,10,1111010100,980,981,6.5e-05
2026-07-05T22:53:08Z,05f6ebf6-2eae-4ec7-912b-e317e54c4998,10,1111001010,970,971,6.3e-05
2026-07-05T22:53:08Z,e1c8885f-c135-4e78-aeb5-38aab5afb6f6,10,0111001100,460,461,2.7e-05
2026-07-05T22:53:08Z,2777fed8-47b5-4a8e-9adf-4125d71fb593,10,1010000111,647,648,4e-05
2026-07-05T22:53:08Z,971d0ea2-28ec-4efb-9aa3-dc9e9d24e04a,10,0011001000,200,201,9e-06
2026-07-05T22:53:08Z,2d21a7a0-7cee-4462-89e2-4af04a9c792d,10,1100111000,824,825,5.2e-05
2026-07-05T22:53:08Z,80816c55-897b-4ebc-a617-bfd901ac730e,10,0111011111,479,480,2.8e-05
2026-07-05T22:53:08Z,4ac2e00b-ecb4-4fc8-893e-aa3ce6cb6885,10,0001010100,84,85,5e-06
2026-07-05T22:53:08Z,bba2a624-8436-45c8-a512-63b747ceb1ad,10,0101001010,330,331,1.7e-05
2026-07-05T22:53:08Z,08da5642-b52b-4299-8098-3157a0502e67,10,1100111010,826,827,5.5e-05
2026-07-05T22:53:08Z,1a8bb899-cf5d-4073-9216-e1144df33035,10,0000110111,55,56,4e-06
2026-07-05T22:53:08Z,137296e4-ca0d-41a2-8388-26040e7feceb,10,0111011110,478,479,2.8e-05
2026-07-05T22:53:08Z,8dd77214-11b2-4cda-9109-6b44132bed7b,10,1011010100,724,725,5.7e-05
2026-07-05T22:53:08Z,a2bed010-b703-47b2-9854-e2da82b72f67,10,0110111010,442,443,2.5e-05
2026-07-05T22:53:08Z,9d17695a-102e-4dd9-b045-a5ae5895130e,10,0001101110,110,111,6e-06
2026-07-05T22:53:08Z,e8af0b32-2408-463c-b229-df49582e4101,10,0110111101,445,446,2.5e-05
2026-07-05T22:53:08Z,b0501b3d-9b23-4ffc-a844-386c761193be,10,0111010100,468,469,2.8e-05
