timestamp,run_id,bits,llave_objetivo_bin,llave_objetivo_int,iteraciones_requeridas,tiempo_busqueda_s
2026-07-05T22:53:08Z,d66ee15e-d296-4232-b2d9-5d41da3e52ca,12,111010101100,3756,3757,0.000268
2026-07-05T22:53:08Z,9a93afeb-b92a-4872-997d-d7f30590fb59,12,011111110000,2032,2033,0.000157
2026-07-05T22:53:08Z,d2286544-1132-4d23-8d5e-bfa5630ad29c,12,101010111100,2748,2749,0.000195
2026-07-05T22:53:08Z,0458fe90-d2d9-438a-abfd-04a287ec74c2,12,111011111111,3839,3840,0.000285
2026-07-05T22:53:08Z,55ab0cff-ba77-4c5f-aeb8-30607e4c64fd,12,011010110001,1713,1714,0.000116
2026-07-05T22:53:08Z,f1d1bc8a-c064-4593-81a9-a167f854d002,12,101111110011,3059,3060,0.000234
2026-07-05T22:53:08Z,bd393478-78f9-4407-85b5-089993073ab5,12,011110101101,1965,1966,0.00014
2026-07-05T22:53:08Z,3e105ca1-6311-4805-970f-b1d9e5d8615b,12,010110011110,1438,1439,9.9e-05
2026-07-05T22:53:08Z,5bd6470a-4852-4371-a675-18f15f1e9755,12,111100111000,3896,3897,0.000273
2026-07-05T22:53:08Z,a9b88aaa-9989-4f71-8077-e2d52e861083,12,001011110100,756,757,4.9e-05
2026-07-05T22:53:08Z,d4918d9a-8300-4fed-bb06-81fde83c1e71,12,011101011110,1886,1887,0.000142
2026-07-05T22:53:08Z,42c9dfb4-c583-4f18-84bd-ca024fb1f0bd,12,010001110011,1139,1140,7.5e-05
2026-07-05T22:53:08Z,eebf592d-1e24-4d16-8fe1-3fcb5e3288a8,12,101011101101,2797,2798,0.000205
2026-07-05T22:53:08Z,238d468d-e435-4632-8a57-303ccb2ef88d,12,110011110110,3318,3319,0.000235
2026-07-05T22:53:08Z,f1118eca-dae6-42dd-aaa0-92998d91a845,12,000010011000,152,153,7e-06
2026-07-05T22:53:08Z,4a52835b-fa05-471c-9f63-b92d10ff5e48,12,010010000100,1156,1157,8.7e-05
2026-07-05T22:53:08Z,3308d870-315c-4cd6-992e-c361ca2ebf84,12,001010000111,647,648,4.1e-05
2026-07-05T22:53:08Z,1dd639a4-929d-4766-90a2-45364c2ffffc,12,001000110010,562,563,3.5e-05
2026-07-05T22:53:08Z,1443cbe2-6909-49bc-95b5-a2f8de1b2411,12,010011001010,1226,1227,9.3e-05
2026-07-05T22:53:08Z,bb84c8d6-3edb-4b67-bb62-7bb8997a461a,12,101101101001,2921,2922,0.000203
2026-07-05T22:53:08Z,f78bdf91-bc82-4b8d-86fd-2a3d452fb746,12,011011011101,1757,1758,0.000126
2026-07-05T22:53:08Z,fd752895-f35b-4653-b970-c7aefe2b4fda,12,100011110110,2294,2295,0.000164
2026-07-05T22:53:08Z,e87397c2-bbff-42b2-a849-5fb9f56a7de5,12,111011010001,3793,3794,0.000265
2026-07-05T22:53:08Z,f5d7a5c4-ae02-4009-9371-c94bbc9e46e8,12,010100010111,1303,1304,9e-05
2026-07-05T22:53:08Z,cb2e6074-c97b-4e6f-b473-083799c87d16,12,011001110001,1649,1650,0.000114
