timestamp,run_id,bits,llave_objetivo_bin,llave_objetivo_int,iteraciones_requeridas,tiempo_busqueda_s
2026-06-01T00:34:25Z,9d07a4e8-e3d8-4262-9fd9-d885a6d3a1ed,6,000010,2,3,1e-06
2026-06-01T00:34:25Z,87aa159f-cad6-4ac3-83f3-11cbbc15d624,6,000111,7,8,1e-06
2026-06-01T00:34:25Z,2f6c2ba0-b9d0-43d8-9713-a93605bc40ab,6,101010,42,43,3e-06
2026-06-01T00:34:25Z,1df18132-6ad1-4303-bdb9-ed0874847dcb,6,100001,33,34,2e-06
2026-06-01T00:34:25Z,0177b3e4-6afe-4948-a4f4-be43f14604c8,6,111000,56,57,3e-06
2026-06-01T00:34:25Z,bf0abc1d-bfb0-40a4-9bce-21545147811a,6,110001,49,50,3e-06
2026-06-01T00:34:25Z,2cc88f2d-142e-49be-b537-601df24f018d,6,101111,47,48,3e-06
2026-06-01T00:34:25Z,1e284749-82b3-4a7c-8455-3c6f9a535f78,6,100010,34,35,3e-06
2026-06-01T00:34:25Z,3787e057-a0be-42e6-98ee-d83f52aec353,6,110001,49,50,3e-06
2026-06-01T00:34:25Z,ae8f64af-ce52-4c5b-98eb-ff462b59aa2b,6,101000,40,41,3e-06
2026-06-01T00:34:25Z,d11374e3-78bf-4b72-9158-0ebdd5f4dd28,6,000000,0,1,1e-06
2026-06-01T00:34:25Z,f9767931-0402-41ee-a09b-baa2b2aa8cd3,6,010101,21,22,2e-06
2026-06-01T00:34:25Z,c549e45d-18d7-47fb-947f-3f87aabda8bd,6,000011,3,4,1e-06
2026-06-01T00:34:25Z,c194c211-4693-4bf3-b821-6cafef30bc82,6,100010,34,35,2e-06
2026-06-01T00:34:25Z,bf073cb2-6921-4294-8492-73dc3292da28,6,110011,51,52,3e-06
2026-06-01T00:34:25Z,5894f0cd-06e2-40e2-ad14-213d61b01a24,6,110010,50,51,3e-06
2026-06-01T00:34:25Z,87ec8883-2e0c-4d94-9ec1-17af2e01932b,6,110100,52,53,3e-06
2026-06-01T00:34:25Z,5275ad34-f13e-41e4-9992-31c7bd60fc89,6,111110,62,63,3e-06
2026-06-01T00:34:25Z,c44d41e6-f6cf-4a45-b13c-098c4f17a075,6,010011,19,20,2e-06
2026-06-01T00:34:25Z,23a5aa95-d07c-4fb9-b118-74c65b467428,6,110010,50,51,3e-06
2026-06-01T00:34:25Z,47e99a75-9dc4-4a76-9a08-908564ccfb15,6,111011,59,60,3e-06
2026-06-01T00:34:25Z,ad56f21e-ac2f-45f9-80a8-1f505d58c0d7,6,101001,41,42,3e-06
2026-06-01T00:34:25Z,67d91eb6-eefd-41b2-bf5b-88a94f05f6e0,6,111000,56,57,3e-06
2026-06-01T00:34:25Z,bbc1d7b7-97fb-40b1-8fce-0cff39232357,6,101111,47,48,3e-06
2026-06-01T00:34:25Z,0a71ee7d-4614-4b32-9a33-57dadd6b59fc,6,001100,12,13,1e-06
