timestamp,run_id,bits,llave_objetivo_bin,llave_objetivo_int,iteraciones_requeridas,tiempo_busqueda_s
2026-06-01T00:34:25Z,8d1dbbe0-bfe1-498c-b26e-79486cc59a0d,2,10,2,3,2e-06
2026-06-01T00:34:25Z,8539ab28-672b-4d7c-9e36-cb0f3d87f1cf,2,00,0,1,1e-06
2026-06-01T00:34:25Z,01c5795d-af98-4311-b9de-951f66db9cbc,2,01,1,2,1e-06
2026-06-01T00:34:25Z,317a3d41-bd10-4f2c-9315-6031359f6cb9,2,10,2,3,1e-06
2026-06-01T00:34:25Z,a727a817-8bbd-4b8f-ad66-65f78f1d7575,2,00,0,1,1e-06
2026-06-01T00:34:25Z,2ef88437-a154-4b19-8f1b-c1b6a7b2d22d,2,00,0,1,1e-06
2026-06-01T00:34:25Z,cd07281c-73b3-48a5-83dc-12d93321eeed,2,11,3,4,1e-06
2026-06-01T00:34:25Z,02677286-6f83-476b-a706-af4e3a37cf67,2,01,1,2,1e-06
2026-06-01T00:34:25Z,d37d4273-b769-414d-8673-324e275e0476,2,10,2,3,1e-06
2026-06-01T00:34:25Z,d8ac994f-5f98-49e6-a1ee-e75d88c3a92c,2,01,1,2,1e-06
2026-06-01T00:34:25Z,e6ecf54b-463f-4226-bbad-0a3f50796361,2,01,1,2,1e-06
2026-06-01T00:34:25Z,5763d12d-f604-48ab-ac3d-26e890444aeb,2,01,1,2,1e-06
2026-06-01T00:34:25Z,2ae1f534-9d34-4bb6-bcc1-9413f325be84,2,10,2,3,1e-06
2026-06-01T00:34:25Z,8116c7f6-1018-4829-9525-d7fbb7b98358,2,11,3,4,1e-06
2026-06-01T00:34:25Z,d304d3ca-683d-48c1-90e5-ec3f6df45ec2,2,10,2,3,1e-06
2026-06-01T00:34:25Z,6bfd075d-29c6-4146-bf2d-2b135ef2bcf1,2,01,1,2,1e-06
2026-06-01T00:34:25Z,7d5fe000-423e-4be0-b3de-747c04d85326,2,01,1,2,1e-06
2026-06-01T00:34:25Z,4dccbdaa-4b0f-4133-a58e-d9abef0b544c,2,11,3,4,1e-06
2026-06-01T00:34:25Z,ced3df8a-bd41-45a7-bb80-2aea1787684a,2,00,0,1,1e-06
2026-06-01T00:34:25Z,599c7eec-54c8-4b9d-9f32-077b6826c5e4,2,00,0,1,1e-06
2026-06-01T00:34:25Z,63730f14-3503-4aec-b72c-bb8c81d525fd,2,01,1,2,1e-06
2026-06-01T00:34:25Z,53d2bc3e-7399-4d91-8d73-17dbdce58130,2,10,2,3,1e-06
2026-06-01T00:34:25Z,d6b7ef94-4c90-4fb0-99d8-8f5faa6e66cf,2,01,1,2,1e-06
2026-06-01T00:34:25Z,c1a68abc-53eb-457d-80c7-937fe9647c05,2,10,2,3,1e-06
2026-06-01T00:34:25Z,53b0a26b-c7bf-43d5-93eb-0b5e10b584f9,2,10,2,3,1e-06
